X;Y;Z;R;G;B;viz100;viz50;viz100trees;treedist;t
598.017;40.5;-182.554;0.71;0.196;0.529;1589;588;1411;43.166;0
598.186;40.5;-179.783;0.675;0.165;0.549;1513;596;1339;45.496;0
598.355;40.5;-177.012;0.647;0.145;0.565;1460;607;1300;47.874;0
598.523;40.5;-174.241;0.62;0.118;0.584;1403;618;1258;50.293;0
598.692;40.5;-171.471;0.592;0.094;0.6;1345;628;1207;52.747;0
598.861;40.5;-168.7;0.565;0.071;0.616;1284;643;1160;55.231;0
809.419;43.5;-272.185;0.945;0.545;0.282;2691;644;2446;38.332;0
810.849;43.5;-274.779;0.922;0.502;0.31;2582;655;2371;40.213;0
812.278;43.5;-277.373;0.918;0.498;0.318;2567;671;2358;42.217;0
813.707;43.5;-279.966;0.922;0.502;0.31;2582;686;2370;44.222;0
815.137;43.5;-282.56;0.925;0.51;0.306;2601;713;2385;45.949;0
816.566;43.5;-285.154;0.929;0.514;0.306;2605;723;2381;47.765;0
817.995;43.5;-287.748;0.929;0.518;0.302;2616;738;2387;49.686;0
819.425;43.5;-290.342;0.929;0.522;0.298;2621;759;2393;51.704;0
820.854;43.5;-292.935;0.929;0.518;0.298;2620;788;2394;53.81;0
822.284;43.5;-295.529;0.929;0.518;0.302;2614;800;2379;55.994;0
823.713;43.5;-298.123;0.925;0.506;0.31;2592;807;2359;58.246;0
825.142;43.5;-300.717;0.914;0.486;0.322;2546;800;2309;60.559;0
826.572;43.5;-303.31;0.902;0.463;0.337;2499;783;2263;62.599;0
828.001;43.5;-305.904;0.89;0.447;0.353;2462;770;2230;64.593;0
829.43;43.5;-308.498;0.89;0.443;0.353;2458;761;2234;66.651;0
830.86;43.5;-311.092;0.89;0.443;0.353;2461;759;2261;68.776;0
832.289;43.5;-313.685;0.886;0.435;0.361;2441;752;2261;70.96;0
833.718;43.5;-316.279;0.882;0.431;0.365;2430;723;2267;73.199;0
835.148;43.5;-318.873;0.875;0.416;0.373;2404;696;2265;75.488;0
836.577;43.5;-321.467;0.867;0.404;0.38;2377;682;2262;77.822;0
838.007;43.5;-324.06;0.863;0.396;0.388;2359;672;2266;80.198;0
839.436;43.5;-326.654;0.855;0.384;0.396;2334;654;2267;82.611;0
840.865;43.5;-329.248;0.851;0.373;0.404;2309;641;2262;85.059;0
842.295;43.5;-331.842;0.839;0.349;0.42;2259;623;2227;87.539;0
843.724;43.5;-334.436;0.827;0.329;0.435;2209;605;2195;89.976;0
845.153;43.5;-337.029;0.824;0.322;0.439;2183;589;2180;92.335;0
844.455;43.5;-339.676;0.522;0.031;0.643;1146;356;1146;94.946;0
842.022;43.5;-341.016;0.498;0.012;0.659;1024;312;1024;96.453;0
839.589;43.5;-342.357;0.498;0.012;0.659;993;285;993;97.822;0
837.157;43.5;-343.698;0.498;0.012;0.659;970;272;970;99.25;0
834.724;43.5;-345.038;0.498;0.012;0.659;951;266;951;100.734;0
832.291;43.5;-346.379;0.498;0.012;0.659;938;258;938;102.272;0
829.858;43.5;-347.72;0.494;0.012;0.659;922;253;922;103.861;0
827.425;43.5;-349.06;0.49;0.012;0.659;900;249;900;105.5;0
824.992;43.5;-350.401;0.49;0.012;0.655;886;250;886;107.185;0
822.382;43.5;-349.578;0.651;0.145;0.565;1467;433;1467;106.643;0
820.953;43.5;-346.984;0.663;0.157;0.557;1492;458;1492;104.174;0
819.523;43.5;-344.39;0.678;0.169;0.545;1522;487;1522;101.732;0
818.094;43.5;-341.797;0.698;0.188;0.533;1562;515;1562;99.318;0
816.665;43.5;-339.203;0.675;0.169;0.549;1517;542;1517;96.934;0
815.235;43.5;-336.609;0.631;0.129;0.576;1425;546;1425;94.583;0
813.806;43.5;-334.015;0.62;0.118;0.584;1399;547;1399;92.267;0
812.377;43.5;-331.422;0.62;0.118;0.584;1402;600;1402;89.989;0
810.947;43.5;-328.828;0.627;0.125;0.576;1419;634;1419;87.752;0
809.518;43.5;-326.234;0.624;0.122;0.58;1408;666;1408;85.559;0
808.088;43.5;-323.64;0.631;0.129;0.576;1426;700;1426;83.414;0
806.659;43.5;-321.047;0.635;0.133;0.573;1438;730;1438;81.32;0
805.23;43.5;-318.453;0.659;0.153;0.561;1482;766;1482;79.281;0
803.8;43.5;-315.859;0.659;0.153;0.557;1486;811;1484;77.157;0
802.371;43.5;-313.265;0.667;0.161;0.553;1497;843;1491;75.055;0
800.942;43.5;-310.672;0.671;0.165;0.553;1506;881;1495;73.014;0
799.512;43.5;-308.078;0.675;0.169;0.549;1516;906;1502;71.037;0
798.083;43.5;-305.484;0.694;0.184;0.537;1556;945;1537;69.131;0
796.654;43.5;-302.89;0.698;0.188;0.533;1564;950;1542;67.301;0
795.224;43.5;-300.296;0.714;0.204;0.525;1602;952;1574;64.937;0
793.795;43.5;-297.703;0.733;0.22;0.514;1644;939;1613;62.404;0
792.365;43.5;-295.109;0.741;0.224;0.51;1664;922;1631;59.906;0
790.936;43.5;-292.515;0.761;0.243;0.494;1720;910;1683;57.447;0
789.507;43.5;-289.921;0.776;0.259;0.486;1780;885;1738;55.032;0
788.077;43.5;-287.328;0.8;0.278;0.471;1908;873;1854;52.667;0
786.648;43.5;-284.734;0.82;0.31;0.447;2155;840;2055;50.363;0
787.346;43.5;-282.087;0.804;0.286;0.467;2052;562;1778;48.131;0
789.779;43.5;-280.747;0.8;0.278;0.471;1912;479;1642;47.091;0
792.212;43.5;-279.406;0.796;0.275;0.475;1878;486;1609;46.166;0
794.645;43.5;-278.065;0.796;0.275;0.471;1890;487;1610;45.393;0
797.078;43.5;-276.725;0.8;0.278;0.471;1902;478;1624;44.778;0
799.51;43.5;-275.384;0.8;0.278;0.471;1950;476;1678;43.274;0
801.943;43.5;-274.043;0.8;0.278;0.471;1984;454;1713;41.451;0
804.376;43.5;-272.703;0.804;0.286;0.467;2047;450;1768;39.739;0
806.809;43.5;-271.362;0.843;0.361;0.412;2285;457;1996;38.152;0
742.517;43.5;-334.745;0.498;0.012;0.659;1014;258;1014;99.307;0
742.687;43.5;-331.947;0.498;0.012;0.659;999;219;999;96.589;0
742.856;43.5;-329.148;0.498;0.012;0.659;973;202;973;93.876;0
743.026;43.5;-326.349;0.498;0.012;0.659;977;197;977;91.168;0
743.196;43.5;-323.551;0.439;0.016;0.643;744;199;744;88.466;0
742.453;43.5;-322.597;0.357;0.02;0.62;606;216;606;87.632;0
740.777;43.5;-320.516;0.639;0.137;0.573;1442;392;1442;85.85;0
740.947;43.5;-317.579;0.631;0.129;0.576;1423;380;1420;83.035;0
741.118;43.5;-314.641;0.659;0.153;0.561;1482;468;1474;80.23;0
743.159;43.5;-312.807;0.796;0.275;0.475;1885;493;1873;78.238;0
746.002;43.5;-313.015;0.725;0.212;0.518;1625;467;1614;78.16;0
748.844;43.5;-313.223;0.714;0.2;0.525;1600;527;1589;78.011;0
751.687;43.5;-313.431;0.659;0.153;0.561;1482;518;1468;77.954;0
754.53;43.5;-313.639;0.643;0.141;0.569;1452;541;1435;77.918;0
757.372;43.5;-313.847;0.722;0.208;0.518;1619;598;1597;77.854;0
759.167;43.5;-315.685;0.58;0.082;0.608;1315;623;1295;79.46;0
758.99;43.5;-318.081;0.541;0.051;0.631;1217;571;1203;81.718;0
758.812;43.5;-320.478;0.498;0.012;0.659;984;520;973;83.983;0
759.693;43.5;-321.247;0.498;0.012;0.659;943;536;929;84.668;0
762.555;43.5;-321.46;0.537;0.047;0.635;1201;671;1184;84.801;0
764.369;43.5;-323.371;0.671;0.161;0.553;1504;799;1488;86.617;0
764.212;43.5;-325.92;0.639;0.133;0.573;1440;739;1431;89.035;0
764.056;43.5;-328.47;0.624;0.125;0.58;1413;695;1409;91.461;0
763.899;43.5;-331.02;0.616;0.114;0.584;1394;642;1393;93.893;0
763.742;43.5;-333.57;0.612;0.114;0.588;1386;595;1386;96.332;0
763.585;43.5;-336.12;0.616;0.118;0.584;1395;548;1395;98.777;0
761.544;43.5;-337.778;0.502;0.016;0.655;1043;365;1043;100.382;0
758.676;43.5;-337.608;0.498;0.012;0.659;941;339;941;100.306;0
755.808;43.5;-337.438;0.494;0.012;0.659;916;337;916;100.311;0
752.94;43.5;-337.268;0.494;0.012;0.659;919;339;919;100.399;0
750.072;43.5;-337.098;0.494;0.012;0.659;923;343;923;100.569;0
747.204;43.5;-336.929;0.494;0.012;0.659;932;354;932;100.807;0
744.336;43.5;-336.759;0.498;0.012;0.659;983;390;983;101.089;0
961.914;43.5;-292.211;0.498;0.012;0.659;1001;345;959;45.223;0
959.639;43.5;-294.166;0.49;0.012;0.655;889;351;886;47.065;0
957.363;43.5;-296.122;0.486;0.012;0.655;870;360;870;49.02;0
955.088;43.5;-298.077;0.482;0.012;0.655;854;370;854;51.004;0
952.812;43.5;-300.032;0.478;0.012;0.655;852;381;852;52.427;0
950.537;43.5;-301.987;0.478;0.012;0.651;842;393;842;53.979;0
948.261;43.5;-303.942;0.475;0.012;0.651;833;402;833;55.65;0
945.986;43.5;-305.897;0.475;0.012;0.651;828;416;828;57.429;0
943.71;43.5;-307.852;0.471;0.012;0.651;821;430;821;59.307;0
941.435;43.5;-309.807;0.467;0.012;0.651;814;449;814;61.273;0
939.159;43.5;-311.762;0.467;0.012;0.651;807;466;807;63.143;0
936.884;43.5;-313.717;0.463;0.012;0.647;800;478;800;64.964;0
934.608;43.5;-315.672;0.459;0.012;0.647;793;486;793;66.87;0
932.333;43.5;-317.627;0.455;0.012;0.647;785;490;785;68.854;0
930.057;43.5;-319.582;0.455;0.012;0.647;779;496;779;70.909;0
927.782;43.5;-321.537;0.451;0.016;0.647;771;499;771;73.03;0
925.506;43.5;-323.492;0.447;0.016;0.643;764;496;764;75.145;0
923.231;43.5;-325.447;0.443;0.016;0.643;758;491;758;77.231;0
920.956;43.5;-327.402;0.439;0.016;0.643;750;486;750;79.376;0
918.68;43.5;-329.357;0.435;0.016;0.643;743;477;743;81.574;0
916.405;43.5;-331.312;0.431;0.016;0.639;735;465;735;83.822;0
914.129;43.5;-333.267;0.431;0.016;0.639;729;450;729;86.116;0
911.854;43.5;-335.223;0.427;0.016;0.639;722;437;722;88.453;0
909.578;43.5;-337.178;0.424;0.016;0.639;716;419;716;90.813;0
907.303;43.5;-339.133;0.42;0.016;0.635;710;401;710;92.53;0
905.027;43.5;-341.088;0.42;0.016;0.635;707;379;707;94.312;0
902.752;43.5;-343.043;0.431;0.016;0.639;729;368;729;96.153;0
900.004;43.5;-342.913;0.569;0.075;0.616;1288;242;1288;96.036;0
898.194;43.5;-340.806;0.58;0.086;0.608;1317;242;1317;94.044;0
896.383;43.5;-338.7;0.592;0.094;0.6;1344;250;1344;92.092;0
894.573;43.5;-336.593;0.604;0.106;0.592;1369;259;1369;90.183;0
892.763;43.5;-334.486;0.616;0.118;0.584;1398;285;1398;88.106;0
890.953;43.5;-332.379;0.639;0.137;0.573;1441;308;1441;86.059;0
889.142;43.5;-330.272;0.659;0.153;0.557;1484;343;1484;84.054;0
887.332;43.5;-328.165;0.678;0.169;0.549;1521;382;1521;82.094;0
885.522;43.5;-326.058;0.737;0.224;0.51;1659;433;1653;80.182;0
885.767;43.5;-323.357;0.867;0.404;0.38;2377;564;2268;77.643;0
887.962;43.5;-321.472;0.867;0.4;0.384;2369;516;2240;75.811;0
890.156;43.5;-319.586;0.875;0.416;0.373;2399;488;2248;74.047;0
892.35;43.5;-317.701;0.882;0.431;0.365;2430;480;2258;72.355;0
894.544;43.5;-315.816;0.89;0.447;0.353;2464;486;2281;70.407;0
896.738;43.5;-313.931;0.898;0.459;0.345;2487;495;2292;68.449;0
898.933;43.5;-312.045;0.902;0.467;0.337;2507;510;2299;66.558;0
901.127;43.5;-310.16;0.906;0.471;0.333;2514;519;2299;64.742;0
903.321;43.5;-308.275;0.91;0.482;0.325;2539;535;2321;63.006;0
905.515;43.5;-306.39;0.918;0.494;0.318;2562;551;2343;61.358;0
907.709;43.5;-304.505;0.914;0.49;0.322;2555;556;2334;59.804;0
909.904;43.5;-302.619;0.914;0.49;0.322;2551;552;2330;58.353;0
912.098;43.5;-300.734;0.902;0.467;0.337;2508;555;2285;57.011;0
914.292;43.5;-298.849;0.898;0.455;0.345;2484;545;2254;55.079;0
916.486;43.5;-296.964;0.89;0.443;0.353;2458;536;2212;52.773;0
918.68;43.5;-295.078;0.882;0.427;0.365;2428;529;2186;50.527;0
920.875;43.5;-293.193;0.875;0.416;0.373;2405;513;2159;48.349;0
923.069;43.5;-291.308;0.863;0.392;0.388;2356;492;2110;46.25;0
925.263;43.5;-289.423;0.839;0.353;0.416;2270;489;2026;44.241;0
927.457;43.5;-287.538;0.827;0.329;0.435;2212;478;1965;42.083;0
929.651;43.5;-285.652;0.816;0.306;0.451;2137;470;1883;40.008;0
931.846;43.5;-283.767;0.808;0.294;0.459;2094;465;1852;38.039;0
934.04;43.5;-281.882;0.812;0.298;0.455;2108;464;1880;36.195;0
936.234;43.5;-279.997;0.812;0.298;0.455;2111;462;1895;34.495;0
938.428;43.5;-278.111;0.812;0.302;0.455;2124;472;1916;32.961;0
940.622;43.5;-276.226;0.816;0.31;0.447;2150;472;1922;31.619;0
942.817;43.5;-274.341;0.82;0.314;0.447;2158;465;1938;30.492;0
945.011;43.5;-272.456;0.839;0.345;0.424;2254;468;2004;29.607;0
947.718;43.5;-272.62;0.729;0.216;0.514;1638;346;1438;30.37;0
949.528;43.5;-274.727;0.655;0.153;0.561;1479;329;1298;31.813;0
951.339;43.5;-276.834;0.624;0.125;0.58;1413;320;1222;33.425;0
953.149;43.5;-278.941;0.596;0.098;0.596;1352;314;1177;35.183;0
954.959;43.5;-281.048;0.58;0.086;0.608;1319;302;1133;37.067;0
956.769;43.5;-283.155;0.584;0.086;0.608;1322;291;1127;38.982;0
958.58;43.5;-285.262;0.573;0.078;0.612;1297;270;1097;40.17;0
960.39;43.5;-287.368;0.561;0.067;0.62;1269;255;1065;41.511;0
962.2;43.5;-289.475;0.549;0.059;0.627;1241;249;1023;42.989;0
263.585;43.5;-236.984;0.816;0.306;0.451;2144;457;1749;37.053;0
266.313;43.5;-237.155;0.804;0.29;0.463;2064;385;1659;37.137;0
269.041;43.5;-237.326;0.804;0.286;0.467;2050;365;1657;36.692;0
271.769;43.5;-237.497;0.804;0.286;0.463;2054;356;1656;36.379;0
274.496;43.5;-237.668;0.804;0.286;0.467;2042;337;1643;36.269;0
277.224;43.5;-237.839;0.804;0.286;0.467;2038;335;1651;36.365;0
279.952;43.5;-238.01;0.804;0.286;0.467;2038;330;1647;36.665;0
282.68;43.5;-238.181;0.804;0.286;0.467;2052;331;1662;37.11;0
285.408;43.5;-238.352;0.816;0.306;0.451;2142;343;1760;36.96;0
287.151;43.5;-240.38;0.612;0.11;0.588;1382;294;1161;38.387;0
286.973;43.5;-243.204;0.557;0.063;0.624;1257;269;1058;40.552;0
286.796;43.5;-246.029;0.541;0.051;0.631;1214;259;1016;42.795;0
286.619;43.5;-248.853;0.529;0.039;0.639;1180;253;989;45.104;0
286.442;43.5;-251.677;0.522;0.031;0.643;1151;249;964;47.469;0
286.265;43.5;-254.501;0.514;0.027;0.647;1123;246;942;49.882;0
286.088;43.5;-257.326;0.51;0.024;0.651;1097;242;916;52.338;0
284.105;43.5;-259.12;0.388;0.016;0.627;658;245;658;54.011;0
281.377;43.5;-258.949;0.318;0.02;0.608;552;233;552;53.551;0
278.65;43.5;-258.778;0.302;0.02;0.604;531;229;531;53.206;0
275.922;43.5;-258.607;0.298;0.02;0.6;523;228;523;53;0
273.194;43.5;-258.436;0.298;0.02;0.6;524;228;524;52.934;0
270.466;43.5;-258.265;0.294;0.02;0.6;521;228;521;53.009;0
267.739;43.5;-258.093;0.298;0.02;0.6;526;228;526;53.225;0
265.011;43.5;-257.922;0.388;0.016;0.627;657;234;657;53.58;0
262.283;43.5;-257.751;0.459;0.012;0.647;794;324;794;53.89;0
260.54;43.5;-255.723;0.588;0.09;0.604;1336;373;1168;51.937;0
260.717;43.5;-252.899;0.616;0.118;0.584;1397;381;1216;49.489;0
260.894;43.5;-250.075;0.584;0.086;0.608;1322;371;1130;47.084;0
261.071;43.5;-247.251;0.588;0.09;0.604;1336;359;1133;44.728;0
261.248;43.5;-244.426;0.604;0.106;0.592;1371;364;1161;42.431;0
261.425;43.5;-241.602;0.627;0.125;0.576;1420;374;1193;40.202;0
261.603;43.5;-238.778;0.702;0.192;0.533;1573;415;1306;38.053;0
664.412;43.5;-263.381;0.835;0.345;0.424;2250;591;2061;36.649;0
663.565;43.5;-265.949;0.804;0.286;0.463;2055;546;1895;38.814;0
662.719;43.5;-268.516;0.8;0.278;0.471;1929;528;1770;41.042;0
661.872;43.5;-271.084;0.792;0.271;0.475;1855;516;1712;43.324;0
661.026;43.5;-273.652;0.788;0.267;0.478;1819;524;1684;45.653;0
660.179;43.5;-276.219;0.792;0.271;0.475;1855;539;1734;48.02;0
659.333;43.5;-278.787;0.784;0.263;0.482;1801;560;1703;50.422;0
658.486;43.5;-281.354;0.776;0.259;0.486;1774;582;1688;52.514;0
657.639;43.5;-283.922;0.788;0.271;0.478;1833;648;1767;54.448;0
655.316;43.5;-285.463;0.8;0.278;0.471;1964;556;1964;55.176;0
652.526;43.5;-285.293;0.784;0.263;0.482;1806;510;1806;54.422;0
649.736;43.5;-285.123;0.784;0.263;0.482;1806;505;1806;53.803;0
646.946;43.5;-284.953;0.792;0.275;0.475;1859;510;1859;53.323;0
644.156;43.5;-284.783;0.827;0.325;0.435;2199;529;2199;52.986;0
642.382;43.5;-282.7;0.831;0.333;0.431;2221;520;2078;51.077;0
642.56;43.5;-279.763;0.824;0.322;0.439;2190;460;2021;48.472;0
642.738;43.5;-276.825;0.835;0.341;0.424;2244;411;2058;45.908;0
642.916;43.5;-273.888;0.827;0.329;0.435;2213;362;2016;43.385;0
643.094;43.5;-270.951;0.82;0.31;0.447;2155;274;1948;40.869;0
643.273;43.5;-268.013;0.824;0.325;0.439;2195;254;1993;38.377;0
643.451;43.5;-265.076;0.835;0.341;0.427;2241;264;2038;35.953;0
643.629;43.5;-262.139;0.898;0.459;0.341;2489;326;2244;33.611;0
645.687;43.5;-260.29;0.961;0.576;0.259;2795;468;2417;32.359;0
648.564;43.5;-260.467;0.925;0.506;0.31;2590;462;2208;32.954;0
