X;Y;Z;R;G;B;viz100;viz50;viz100trees;treedist;t
203.94;1.5;-62.793;0.733;0.22;0.514;1644;623;1644;129.267;0
203.756;1.5;-65.788;0.741;0.227;0.506;1667;660;1667;126.286;0
203.571;1.5;-68.782;0.753;0.235;0.502;1694;682;1694;123.306;0
203.386;1.5;-71.776;0.757;0.239;0.498;1711;701;1711;120.327;0
203.201;1.5;-74.77;0.682;0.173;0.545;1532;666;1532;117.349;0
203.016;1.5;-77.765;0.639;0.137;0.569;1445;644;1445;114.372;0
202.831;1.5;-80.759;0.608;0.11;0.588;1379;636;1379;111.397;0
202.647;1.5;-83.753;0.58;0.086;0.608;1320;643;1320;108.422;0
202.462;1.5;-86.748;0.565;0.071;0.62;1278;647;1278;105.45;0
202.277;1.5;-89.742;0.549;0.059;0.627;1242;655;1242;102.478;0
202.092;1.5;-92.736;0.529;0.039;0.639;1178;658;1178;99.509;0
201.907;1.5;-95.731;0.506;0.02;0.655;1085;661;1085;96.541;0
201.723;1.5;-98.725;0.498;0.012;0.659;1019;657;1019;93.576;0
201.538;1.5;-101.719;0.498;0.012;0.659;999;655;999;90.612;0
201.353;1.5;-104.713;0.498;0.012;0.659;982;674;978;87.652;0
201.168;1.5;-107.708;0.475;0.012;0.651;828;575;819;84.694;0
200.983;1.5;-110.702;0.486;0.012;0.655;880;606;861;81.739;0
200.798;1.5;-113.696;0.573;0.078;0.612;1302;761;1277;78.787;0
200.614;1.5;-116.691;0.698;0.188;0.533;1565;851;1536;75.839;0
200.429;1.5;-119.685;0.761;0.243;0.494;1722;895;1690;72.896;0
200.244;1.5;-122.679;0.8;0.278;0.471;1902;927;1867;69.957;0
200.059;1.5;-125.674;0.8;0.278;0.471;1960;943;1922;67.024;0
199.874;1.5;-128.668;0.8;0.282;0.467;2012;955;1970;64.097;0
199.69;1.5;-131.662;0.804;0.286;0.463;2057;949;2010;61.177;0
199.505;1.5;-134.656;0.812;0.298;0.455;2108;952;2059;58.265;0
199.32;1.5;-137.651;0.8;0.278;0.471;1993;919;1945;55.362;0
199.135;1.5;-140.645;0.8;0.278;0.471;1943;888;1885;52.471;0
198.95;1.5;-143.639;0.8;0.278;0.471;1920;865;1861;49.592;0
198.765;1.5;-146.634;0.8;0.278;0.471;1935;845;1871;46.729;0
198.581;1.5;-149.628;0.776;0.259;0.486;1774;780;1730;43.884;0
197.287;1.5;-170.588;0.882;0.431;0.365;2432;851;2327;25.002;0
197.102;1.5;-173.582;0.922;0.502;0.314;2580;940;2486;22.477;0
196.917;1.5;-176.577;0.953;0.557;0.275;2723;965;2628;19.908;0
196.732;1.5;-179.571;0.961;0.576;0.259;2794;985;2701;17.476;0
196.548;1.5;-182.565;0.961;0.576;0.259;2797;994;2724;15.247;0
196.363;1.5;-185.56;0.894;0.455;0.345;2478;934;2447;13.325;0
196.178;1.5;-188.554;0.824;0.322;0.439;2188;766;2175;11.591;0
195.993;1.5;-191.548;0.949;0.549;0.278;2702;909;2702;10.093;0
195.808;1.5;-194.542;0.965;0.58;0.255;2833;1002;2833;9.333;0
195.623;1.5;-197.537;0.965;0.58;0.255;2825;1024;2825;9.452;0
195.439;1.5;-200.531;0.969;0.588;0.251;2892;1068;2892;9.906;0
195.254;1.5;-203.525;0.969;0.588;0.251;2925;1067;2925;9.657;0
195.069;1.5;-206.52;0.969;0.588;0.251;2893;1042;2891;10.058;0
194.884;1.5;-209.514;0.965;0.58;0.255;2833;999;2833;10.699;0
194.699;1.5;-212.508;0.949;0.553;0.278;2708;905;2707;12.049;0
194.515;1.5;-215.503;0.918;0.498;0.314;2569;850;2569;13.92;0
194.33;1.5;-218.497;0.808;0.294;0.459;2092;824;2092;16.135;0
194.145;1.5;-221.491;0.914;0.486;0.325;2542;906;2536;18.512;0
193.96;1.5;-224.485;0.906;0.475;0.329;2522;893;2508;20.892;0
193.775;1.5;-227.48;0.902;0.467;0.337;2501;863;2475;23.416;0
193.59;1.5;-230.474;0.875;0.412;0.376;2398;802;2361;26.003;0
192.482;1.5;-248.44;0.498;0.012;0.659;1011;533;1003;42.265;0
192.297;1.5;-251.434;0.612;0.114;0.588;1389;604;1379;45.103;0
192.112;1.5;-254.429;0.651;0.145;0.565;1466;614;1451;47.962;0
191.927;1.5;-257.423;0.663;0.157;0.557;1491;611;1473;50.837;0
191.742;1.5;-260.417;0.671;0.165;0.549;1511;624;1497;53.725;0
191.557;1.5;-263.411;0.678;0.169;0.549;1521;608;1508;56.625;0
191.373;1.5;-266.406;0.671;0.165;0.553;1507;595;1494;59.535;0
191.188;1.5;-269.4;0.667;0.161;0.553;1498;588;1486;62.454;0
207.119;1.5;-59.984;0.722;0.208;0.522;1618;582;1618;132.135;0
206.935;1.5;-62.978;0.737;0.224;0.51;1655;615;1655;129.151;0
206.75;1.5;-65.972;0.741;0.224;0.51;1664;650;1664;126.167;0
206.565;1.5;-68.967;0.745;0.227;0.506;1674;674;1674;123.184;0
206.38;1.5;-71.961;0.745;0.231;0.506;1678;693;1678;120.202;0
206.195;1.5;-74.955;0.675;0.165;0.549;1513;679;1513;117.221;0
206.011;1.5;-77.95;0.631;0.129;0.576;1425;653;1425;114.241;0
205.826;1.5;-80.944;0.612;0.11;0.588;1385;663;1385;111.262;0
205.641;1.5;-83.938;0.576;0.082;0.608;1311;657;1311;108.284;0
205.456;1.5;-86.932;0.553;0.059;0.627;1245;659;1245;105.307;0
205.271;1.5;-89.927;0.533;0.043;0.635;1193;660;1193;102.331;0
205.086;1.5;-92.921;0.514;0.024;0.651;1113;657;1113;99.358;0
204.902;1.5;-95.915;0.498;0.012;0.659;989;649;989;96.385;0
204.717;1.5;-98.91;0.486;0.012;0.655;869;637;869;93.415;0
204.532;1.5;-101.904;0.404;0.016;0.631;682;587;682;90.446;0
204.347;1.5;-104.898;0.267;0.024;0.592;481;412;481;87.48;0
203.608;1.5;-116.875;0.635;0.133;0.573;1432;746;1402;75.641;0
203.423;1.5;-119.87;0.729;0.216;0.518;1633;844;1598;72.689;0
203.238;1.5;-122.864;0.788;0.267;0.478;1819;892;1781;69.742;0
203.053;1.5;-125.858;0.796;0.275;0.471;1888;919;1847;66.799;0
202.869;1.5;-128.853;0.8;0.278;0.471;1944;937;1897;63.861;0
202.684;1.5;-131.847;0.8;0.282;0.471;2003;942;1951;60.93;0
202.499;1.5;-134.841;0.804;0.282;0.467;2030;944;1983;58.006;0
202.314;1.5;-137.836;0.8;0.278;0.471;1914;918;1870;55.09;0
202.129;1.5;-140.83;0.792;0.271;0.475;1857;880;1811;52.183;0
201.945;1.5;-143.824;0.776;0.259;0.486;1773;839;1729;49.288;0
201.76;1.5;-146.818;0.753;0.235;0.502;1694;799;1661;46.406;0
201.575;1.5;-149.813;0.667;0.161;0.553;1503;739;1503;43.539;0
200.281;1.5;-170.773;0.851;0.376;0.4;2319;750;2204;24.394;0
200.096;1.5;-173.767;0.878;0.42;0.369;2412;832;2312;21.767;0
199.912;1.5;-176.761;0.902;0.467;0.337;2501;896;2402;19.101;0
199.727;1.5;-179.756;0.922;0.502;0.314;2576;934;2480;16.551;0
199.542;1.5;-182.75;0.922;0.498;0.314;2572;954;2489;14.179;0
199.357;1.5;-185.744;0.89;0.447;0.349;2466;944;2425;12.088;0
199.172;1.5;-188.739;0.855;0.376;0.4;2320;898;2303;10.45;0
198.987;1.5;-191.733;0.925;0.506;0.31;2593;903;2593;9.502;0
198.803;1.5;-194.727;0.945;0.549;0.278;2694;962;2694;9.27;0
198.618;1.5;-197.722;0.953;0.561;0.271;2731;970;2731;9.519;0
198.433;1.5;-200.716;0.961;0.573;0.263;2783;988;2783;9.624;0
198.248;1.5;-203.71;0.965;0.58;0.259;2818;976;2818;9.759;0
198.063;1.5;-206.705;0.965;0.576;0.259;2810;983;2808;9.94;0
197.879;1.5;-209.699;0.953;0.561;0.271;2741;953;2741;10.561;0
197.694;1.5;-212.693;0.945;0.549;0.278;2695;923;2695;11.921;0
197.509;1.5;-215.687;0.894;0.451;0.349;2473;779;2472;13.809;0
197.324;1.5;-218.682;0.882;0.431;0.365;2431;859;2431;16.04;0
197.139;1.5;-221.676;0.863;0.392;0.392;2351;860;2348;18.431;0
196.954;1.5;-224.67;0.875;0.412;0.376;2396;835;2385;20.821;0
196.77;1.5;-227.665;0.871;0.412;0.376;2392;800;2368;23.352;0
196.585;1.5;-230.659;0.843;0.353;0.416;2272;735;2239;25.971;0
195.476;1.5;-248.625;0.482;0.012;0.655;863;485;863;42.315;0
195.291;1.5;-251.619;0.514;0.024;0.651;1110;530;1103;45.15;0
195.106;1.5;-254.613;0.565;0.071;0.616;1281;561;1264;48.006;0
194.921;1.5;-257.608;0.596;0.098;0.6;1349;569;1329;50.878;0
194.737;1.5;-260.602;0.62;0.118;0.584;1401;586;1383;53.765;0
194.552;1.5;-263.596;0.631;0.129;0.576;1428;580;1413;56.663;0
194.367;1.5;-266.591;0.635;0.133;0.573;1435;570;1421;59.571;0
194.182;1.5;-269.585;0.631;0.129;0.576;1431;554;1418;62.488;0
210.114;1.5;-60.169;0.714;0.2;0.525;1600;575;1600;132.09;0
209.929;1.5;-63.163;0.729;0.216;0.514;1634;605;1634;129.104;0
209.744;1.5;-66.157;0.729;0.216;0.514;1640;635;1640;126.119;0
209.559;1.5;-69.151;0.733;0.22;0.514;1647;657;1647;123.135;0
209.374;1.5;-72.146;0.733;0.22;0.51;1649;678;1649;120.152;0
209.19;1.5;-75.14;0.667;0.161;0.553;1496;681;1496;117.169;0
209.005;1.5;-78.134;0.62;0.118;0.584;1399;648;1399;114.188;0
208.82;1.5;-81.129;0.596;0.098;0.596;1352;656;1352;111.207;0
208.635;1.5;-84.123;0.569;0.075;0.616;1285;653;1285;108.228;0
208.45;1.5;-87.117;0.549;0.055;0.627;1238;660;1238;105.249;0
208.266;1.5;-90.112;0.529;0.039;0.639;1176;660;1176;102.272;0
208.081;1.5;-93.106;0.506;0.02;0.655;1082;651;1082;99.297;0
207.896;1.5;-96.1;0.498;0.012;0.659;943;636;943;96.322;0
207.711;1.5;-99.094;0.463;0.012;0.647;796;593;796;93.35;0
207.526;1.5;-102.089;0.329;0.02;0.612;566;485;566;90.379;0
207.341;1.5;-105.083;0.259;0.024;0.588;469;409;469;87.411;0
206.602;1.5;-117.06;0.6;0.102;0.596;1363;686;1337;75.561;0
206.417;1.5;-120.055;0.678;0.169;0.549;1521;789;1490;72.606;0
206.233;1.5;-123.049;0.765;0.247;0.494;1728;877;1695;69.655;0
206.048;1.5;-126.043;0.788;0.271;0.478;1833;912;1794;66.708;0
205.863;1.5;-129.037;0.8;0.278;0.471;1904;938;1859;63.767;0
205.678;1.5;-132.032;0.8;0.278;0.471;1924;929;1878;60.831;0
205.493;1.5;-135.026;0.8;0.278;0.471;1948;925;1906;57.902;0
205.308;1.5;-138.02;0.788;0.271;0.478;1837;895;1800;54.98;0
205.124;1.5;-141.015;0.78;0.263;0.482;1790;866;1756;52.067;0
204.939;1.5;-144.009;0.749;0.231;0.502;1684;829;1659;49.165;0
204.754;1.5;-147.003;0.698;0.188;0.533;1569;787;1565;46.275;0
204.569;1.5;-149.998;0.639;0.137;0.569;1446;732;1446;43.4;0
203.275;1.5;-170.958;0.839;0.353;0.42;2265;718;2140;24.145;0
203.091;1.5;-173.952;0.875;0.412;0.376;2397;796;2289;21.45;0
202.906;1.5;-176.946;0.89;0.447;0.353;2463;842;2348;18.744;0
202.721;1.5;-179.941;0.902;0.463;0.337;2500;886;2388;16.14;0
202.536;1.5;-182.935;0.886;0.439;0.357;2450;921;2355;13.696;0
202.351;1.5;-185.929;0.89;0.447;0.349;2466;936;2427;11.518;0
202.167;1.5;-188.924;0.886;0.435;0.361;2443;964;2428;9.785;0
201.982;1.5;-191.918;0.89;0.443;0.357;2454;963;2454;8.765;0
201.797;1.5;-194.912;0.925;0.506;0.31;2590;951;2590;8.61;0
201.612;1.5;-197.906;0.941;0.537;0.286;2664;959;2664;9.191;0
201.427;1.5;-200.901;0.953;0.565;0.271;2745;967;2745;10.024;0
201.242;1.5;-203.895;0.961;0.576;0.259;2802;962;2802;10.596;0
201.058;1.5;-206.889;0.957;0.569;0.267;2767;953;2765;10.6;0
200.873;1.5;-209.884;0.953;0.561;0.271;2739;944;2739;11.223;0
200.688;1.5;-212.878;0.945;0.545;0.282;2685;911;2685;12.53;0
200.503;1.5;-215.872;0.898;0.459;0.341;2492;868;2492;14.339;0
200.318;1.5;-218.867;0.894;0.451;0.349;2473;852;2473;16.498;0
200.134;1.5;-221.861;0.878;0.42;0.369;2412;851;2409;18.833;0
199.949;1.5;-224.855;0.855;0.38;0.4;2326;815;2316;21.178;0
199.764;1.5;-227.849;0.851;0.373;0.404;2314;769;2290;23.671;0
199.579;1.5;-230.844;0.827;0.333;0.431;2217;709;2185;26.259;0
198.47;1.5;-248.81;0.478;0.012;0.655;849;473;849;42.546;0
198.285;1.5;-251.804;0.498;0.012;0.659;980;507;980;45.383;0
198.101;1.5;-254.798;0.522;0.031;0.643;1149;531;1135;48.234;0
197.916;1.5;-257.792;0.553;0.059;0.624;1246;549;1230;51.097;0
197.731;1.5;-260.787;0.576;0.082;0.608;1309;560;1292;53.971;0
197.546;1.5;-263.781;0.596;0.098;0.596;1355;558;1337;56.859;0
197.361;1.5;-266.775;0.608;0.106;0.592;1375;550;1359;59.757;0
197.176;1.5;-269.77;0.612;0.114;0.588;1388;546;1374;62.665;0
213.108;1.5;-60.353;0.722;0.208;0.522;1615;560;1615;132.112;0
212.923;1.5;-63.348;0.729;0.216;0.514;1639;594;1639;129.127;0
212.738;1.5;-66.342;0.729;0.216;0.514;1637;623;1637;126.143;0
212.554;1.5;-69.336;0.729;0.216;0.514;1641;650;1641;123.159;0
212.369;1.5;-72.331;0.733;0.22;0.514;1646;674;1646;120.176;0
212.184;1.5;-75.325;0.659;0.157;0.557;1487;685;1487;117.194;0
211.999;1.5;-78.319;0.62;0.118;0.584;1400;654;1400;114.214;0
211.814;1.5;-81.313;0.596;0.098;0.6;1349;663;1349;111.234;0
211.63;1.5;-84.308;0.569;0.075;0.616;1292;666;1292;108.255;0
211.445;1.5;-87.302;0.545;0.055;0.627;1231;672;1231;105.277;0
211.26;1.5;-90.296;0.525;0.035;0.639;1171;672;1171;102.301;0
211.075;1.5;-93.291;0.506;0.02;0.655;1086;664;1086;99.326;0
210.89;1.5;-96.285;0.498;0.012;0.659;964;629;964;96.353;0
210.705;1.5;-99.279;0.478;0.012;0.655;845;579;845;93.382;0
210.521;1.5;-102.274;0.416;0.016;0.635;700;505;700;90.412;0
210.336;1.5;-105.268;0.255;0.024;0.588;466;411;466;87.444;0
209.597;1.5;-117.245;0.596;0.098;0.596;1356;694;1334;75.6;0
209.412;1.5;-120.239;0.682;0.173;0.545;1529;800;1502;72.646;0
209.227;1.5;-123.234;0.753;0.235;0.498;1699;864;1667;69.697;0
209.042;1.5;-126.228;0.776;0.255;0.486;1768;903;1733;66.752;0
208.857;1.5;-129.222;0.788;0.267;0.478;1826;919;1790;63.813;0
208.672;1.5;-132.217;0.796;0.275;0.475;1874;928;1838;60.879;0
208.488;1.5;-135.211;0.796;0.275;0.475;1887;917;1856;57.952;0
208.303;1.5;-138.205;0.78;0.263;0.482;1795;891;1769;55.034;0
208.118;1.5;-141.2;0.765;0.247;0.49;1739;862;1719;52.124;0
207.933;1.5;-144.194;0.733;0.22;0.514;1645;836;1638;49.225;0
207.748;1.5;-147.188;0.682;0.176;0.545;1534;788;1534;46.339;0
207.563;1.5;-150.182;0.639;0.137;0.573;1441;741;1441;43.468;0
206.27;1.5;-171.143;0.827;0.329;0.435;2213;715;2062;24.258;0
206.085;1.5;-174.137;0.863;0.396;0.388;2364;744;2234;21.488;0
205.9;1.5;-177.131;0.886;0.435;0.357;2444;813;2308;18.788;0
205.715;1.5;-180.125;0.894;0.451;0.349;2470;857;2338;16.194;0
205.53;1.5;-183.12;0.898;0.455;0.345;2482;890;2370;13.766;0
205.346;1.5;-186.114;0.894;0.447;0.349;2468;940;2423;11.609;0
205.161;1.5;-189.108;0.894;0.455;0.345;2481;966;2469;9.901;0
204.976;1.5;-192.103;0.875;0.416;0.373;2404;948;2404;8.905;0
204.791;1.5;-195.097;0.91;0.478;0.329;2531;952;2531;8.732;0
204.606;1.5;-198.091;0.925;0.51;0.306;2598;964;2598;9.322;0
204.422;1.5;-201.086;0.941;0.537;0.286;2669;966;2669;9.409;0
204.237;1.5;-204.08;0.957;0.565;0.267;2755;962;2755;9.876;0
204.052;1.5;-207.074;0.957;0.569;0.267;2760;952;2757;9.921;0
203.867;1.5;-210.068;0.949;0.553;0.275;2716;939;2716;10.725;0
203.682;1.5;-213.063;0.941;0.533;0.29;2658;911;2657;12.208;0
203.497;1.5;-216.057;0.902;0.463;0.337;2499;895;2498;14.179;0
203.313;1.5;-219.051;0.898;0.459;0.345;2486;852;2486;16.463;0
203.128;1.5;-222.046;0.882;0.431;0.361;2436;841;2434;18.938;0
202.943;1.5;-225.04;0.863;0.392;0.392;2352;802;2338;21.544;0
202.758;1.5;-228.034;0.839;0.353;0.42;2267;753;2238;24.197;0
202.573;1.5;-231.029;0.824;0.322;0.439;2186;696;2149;26.612;0
201.464;1.5;-248.994;0.471;0.012;0.651;819;461;819;42.689;0
201.28;1.5;-251.989;0.498;0.012;0.659;977;492;977;45.509;0
201.095;1.5;-254.983;0.506;0.02;0.655;1083;515;1078;48.35;0
200.91;1.5;-257.977;0.525;0.035;0.639;1171;525;1158;51.21;0
200.725;1.5;-260.972;0.553;0.059;0.624;1251;541;1235;54.085;0
200.54;1.5;-263.966;0.573;0.078;0.612;1297;543;1282;56.972;0
200.356;1.5;-266.96;0.584;0.086;0.604;1326;538;1311;59.871;0
200.171;1.5;-269.954;0.592;0.094;0.6;1346;524;1330;62.779;0
216.102;1.5;-60.538;0.722;0.208;0.518;1620;545;1620;132.202;0
215.918;1.5;-63.532;0.733;0.22;0.514;1644;581;1644;129.219;0
215.733;1.5;-66.527;0.729;0.216;0.514;1641;616;1641;126.237;0
215.548;1.5;-69.521;0.733;0.22;0.51;1649;648;1649;123.256;0
215.363;1.5;-72.515;0.733;0.22;0.514;1648;669;1648;120.276;0
215.178;1.5;-75.51;0.667;0.161;0.553;1501;691;1501;117.296;0
214.993;1.5;-78.504;0.62;0.122;0.58;1406;663;1406;114.318;0
214.809;1.5;-81.498;0.6;0.102;0.596;1361;675;1361;111.341;0
214.624;1.5;-84.493;0.576;0.082;0.608;1312;683;1312;108.365;0
214.439;1.5;-87.487;0.553;0.059;0.624;1246;676;1246;105.391;0
214.254;1.5;-90.481;0.533;0.043;0.635;1198;682;1198;102.418;0
214.069;1.5;-93.476;0.518;0.027;0.647;1132;673;1132;99.447;0
213.885;1.5;-96.47;0.498;0.012;0.659;1001;640;1001;96.477;0
213.7;1.5;-99.464;0.494;0.012;0.659;912;608;912;93.509;0
213.515;1.5;-102.458;0.486;0.012;0.655;884;587;884;90.544;0
213.33;1.5;-105.453;0.494;0.012;0.659;919;594;919;87.581;0
213.145;1.5;-108.447;0.451;0.016;0.643;770;421;770;84.62;0
212.96;1.5;-111.441;0.471;0.012;0.651;823;448;823;81.663;0
212.776;1.5;-114.436;0.525;0.035;0.643;1166;624;1156;78.708;0
212.591;1.5;-117.43;0.651;0.145;0.565;1466;793;1448;75.758;0
212.406;1.5;-120.424;0.702;0.192;0.533;1575;845;1553;72.811;0
212.221;1.5;-123.419;0.757;0.239;0.498;1706;875;1683;69.868;0
212.036;1.5;-126.413;0.769;0.251;0.49;1750;902;1724;66.931;0
211.852;1.5;-129.407;0.78;0.263;0.482;1793;927;1767;64;0
211.667;1.5;-132.401;0.788;0.267;0.478;1829;924;1804;61.075;0
211.482;1.5;-135.396;0.792;0.271;0.475;1850;911;1833;58.158;0
211.297;1.5;-138.39;0.773;0.255;0.486;1762;893;1750;55.25;0
211.112;1.5;-141.384;0.757;0.239;0.498;1706;866;1700;52.353;0
210.927;1.5;-144.379;0.729;0.216;0.514;1641;843;1641;49.467;0
210.743;1.5;-147.373;0.69;0.18;0.537;1549;797;1549;46.596;0
210.558;1.5;-150.367;0.647;0.145;0.565;1460;748;1460;43.742;0
209.264;1.5;-171.327;0.824;0.322;0.439;2191;715;2019;24.659;0
209.079;1.5;-174.322;0.863;0.392;0.388;2358;740;2195;21.939;0
208.894;1.5;-177.316;0.882;0.431;0.361;2435;783;2271;19.303;0
208.71;1.5;-180.31;0.898;0.459;0.345;2487;835;2333;16.788;0
208.525;1.5;-183.305;0.902;0.467;0.337;2507;869;2378;14.461;0
208.34;1.5;-186.299;0.898;0.459;0.345;2487;928;2434;12.425;0
208.155;1.5;-189.293;0.894;0.455;0.345;2478;965;2464;10.846;0
207.97;1.5;-192.287;0.89;0.443;0.353;2456;952;2456;9.921;0
207.786;1.5;-195.282;0.898;0.463;0.341;2493;959;2493;9.276;0
207.601;1.5;-198.276;0.914;0.49;0.322;2553;962;2553;9.363;0
207.416;1.5;-201.27;0.933;0.525;0.294;2635;977;2635;9.343;0
207.231;1.5;-204.265;0.949;0.553;0.278;2707;973;2707;9.252;0
207.046;1.5;-207.259;0.949;0.557;0.275;2719;966;2716;9.298;0
206.861;1.5;-210.253;0.941;0.541;0.282;2677;943;2677;10.111;0
206.677;1.5;-213.248;0.933;0.525;0.294;2636;924;2636;11.651;0
206.492;1.5;-216.242;0.91;0.482;0.325;2534;903;2534;13.684;0
206.307;1.5;-219.236;0.898;0.459;0.341;2491;846;2491;16.024;0
206.122;1.5;-222.23;0.886;0.439;0.357;2451;834;2450;18.555;0
205.937;1.5;-225.225;0.859;0.388;0.392;2346;794;2329;21.208;0
205.752;1.5;-228.219;0.843;0.353;0.416;2272;744;2237;23.768;0
205.568;1.5;-231.213;0.824;0.322;0.439;2184;689;2141;26.222;0
204.459;1.5;-249.179;0.471;0.012;0.651;822;453;822;42.447;0
204.274;1.5;-252.173;0.498;0.012;0.659;945;478;945;45.282;0
204.089;1.5;-255.168;0.502;0.016;0.659;1034;504;1034;48.137;0
203.904;1.5;-258.162;0.514;0.024;0.651;1114;515;1107;51.009;0
203.719;1.5;-261.156;0.533;0.043;0.635;1194;527;1183;53.894;0
203.535;1.5;-264.151;0.553;0.063;0.624;1252;531;1240;56.791;0
203.35;1.5;-267.145;0.569;0.075;0.616;1292;525;1280;59.699;0
203.165;1.5;-270.139;0.576;0.082;0.612;1308;512;1296;62.615;0
219.097;1.5;-60.723;0.722;0.208;0.522;1618;532;1618;132.361;0
218.912;1.5;-63.717;0.729;0.216;0.514;1634;572;1634;129.381;0
218.727;1.5;-66.712;0.725;0.212;0.518;1627;610;1627;126.403;0
218.542;1.5;-69.706;0.725;0.212;0.518;1624;635;1624;123.426;0
218.357;1.5;-72.7;0.725;0.212;0.518;1628;657;1628;120.45;0
218.173;1.5;-75.695;0.659;0.157;0.557;1487;672;1487;117.475;0
217.988;1.5;-78.689;0.616;0.114;0.584;1392;657;1392;114.501;0
217.803;1.5;-81.683;0.592;0.094;0.6;1344;666;1344;111.529;0
217.618;1.5;-84.677;0.576;0.082;0.612;1307;678;1307;108.558;0
217.433;1.5;-87.672;0.549;0.059;0.627;1242;673;1242;105.589;0
217.248;1.5;-90.666;0.537;0.043;0.635;1200;678;1200;102.622;0
217.064;1.5;-93.66;0.518;0.031;0.647;1138;665;1138;99.657;0
216.879;1.5;-96.655;0.498;0.012;0.659;1003;635;1003;96.694;0
216.694;1.5;-99.649;0.486;0.012;0.655;871;601;871;93.733;0
216.509;1.5;-102.643;0.478;0.012;0.655;845;582;845;90.775;0
216.324;1.5;-105.638;0.494;0.012;0.659;922;614;922;87.82;0
216.14;1.5;-108.632;0.498;0.012;0.659;1005;570;1005;84.868;0
215.955;1.5;-111.626;0.522;0.031;0.643;1149;610;1146;81.919;0
215.77;1.5;-114.62;0.62;0.118;0.584;1402;762;1395;78.974;0
215.585;1.5;-117.615;0.663;0.157;0.557;1495;813;1485;76.034;0
215.4;1.5;-120.609;0.714;0.204;0.525;1602;862;1587;73.098;0
215.215;1.5;-123.603;0.753;0.235;0.502;1698;879;1681;70.168;0
215.031;1.5;-126.598;0.765;0.247;0.494;1735;903;1719;67.244;0
214.846;1.5;-129.592;0.773;0.255;0.486;1767;913;1752;64.327;0
214.661;1.5;-132.586;0.784;0.263;0.482;1800;917;1788;61.417;0
214.476;1.5;-135.581;0.784;0.267;0.478;1812;906;1806;58.517;0
214.291;1.5;-138.575;0.765;0.247;0.494;1731;886;1727;55.628;0
214.107;1.5;-141.569;0.745;0.231;0.506;1681;855;1681;52.751;0
213.922;1.5;-144.563;0.725;0.212;0.518;1631;827;1631;49.889;0
213.737;1.5;-147.558;0.686;0.18;0.541;1543;791;1543;47.043;0
213.552;1.5;-150.552;0.651;0.149;0.565;1469;753;1469;44.219;0
212.258;1.5;-171.512;0.824;0.325;0.439;2194;707;2005;24.831;0
212.074;1.5;-174.506;0.859;0.384;0.396;2340;731;2143;22.24;0
211.889;1.5;-177.501;0.882;0.431;0.361;2435;770;2239;19.766;0
211.704;1.5;-180.495;0.902;0.471;0.337;2510;809;2327;17.456;0
211.519;1.5;-183.489;0.91;0.478;0.329;2530;849;2379;15.383;0
211.334;1.5;-186.484;0.902;0.467;0.337;2501;920;2441;13.49;0
211.149;1.5;-189.478;0.894;0.455;0.345;2480;958;2462;11.526;0
210.965;1.5;-192.472;0.894;0.451;0.349;2475;950;2475;10.049;0
210.78;1.5;-195.467;0.898;0.459;0.345;2487;967;2487;9.334;0
210.595;1.5;-198.461;0.918;0.49;0.322;2556;980;2556;9.175;0
210.41;1.5;-201.455;0.933;0.525;0.298;2633;1006;2633;9.132;0
210.225;1.5;-204.449;0.949;0.553;0.275;2710;999;2710;9.034;0
210.041;1.5;-207.444;0.949;0.549;0.278;2698;981;2695;9.465;0
209.856;1.5;-210.438;0.937;0.529;0.29;2650;959;2650;10.275;0
209.671;1.5;-213.432;0.925;0.506;0.31;2590;931;2590;11.806;0
209.486;1.5;-216.427;0.914;0.49;0.322;2553;895;2552;13.816;0
209.301;1.5;-219.421;0.898;0.463;0.341;2494;838;2494;16.137;0
209.116;1.5;-222.415;0.882;0.427;0.365;2424;826;2422;18.652;0
208.932;1.5;-225.41;0.859;0.384;0.396;2340;783;2317;21.294;0
208.747;1.5;-228.404;0.847;0.361;0.412;2289;737;2247;23.714;0
208.562;1.5;-231.398;0.824;0.318;0.443;2181;679;2130;26.173;0
207.453;1.5;-249.364;0.467;0.012;0.651;812;447;812;42.417;0
207.268;1.5;-252.358;0.494;0.012;0.659;933;469;933;45.254;0
207.083;1.5;-255.353;0.498;0.012;0.659;1020;491;1020;48.11;0
206.899;1.5;-258.347;0.506;0.02;0.655;1085;505;1085;50.983;0
206.714;1.5;-261.341;0.522;0.035;0.643;1156;517;1150;53.87;0
206.529;1.5;-264.336;0.541;0.047;0.631;1211;516;1203;56.769;0
206.344;1.5;-267.33;0.557;0.063;0.624;1257;511;1247;59.677;0
206.159;1.5;-270.324;0.565;0.071;0.616;1283;497;1273;62.594;0
221.906;1.5;-63.902;0.729;0.216;0.514;1634;559;1634;129.613;0
221.721;1.5;-66.896;0.725;0.212;0.518;1625;596;1625;126.64;0
221.537;1.5;-69.891;0.718;0.208;0.522;1614;618;1614;123.668;0
221.352;1.5;-72.885;0.718;0.204;0.522;1606;638;1606;120.698;0
221.167;1.5;-75.879;0.655;0.153;0.561;1478;658;1478;117.73;0
220.982;1.5;-78.874;0.612;0.114;0.588;1388;656;1388;114.763;0
220.797;1.5;-81.868;0.592;0.094;0.6;1344;660;1344;111.797;0
220.612;1.5;-84.862;0.573;0.078;0.612;1301;672;1301;108.834;0
220.428;1.5;-87.857;0.553;0.059;0.624;1251;669;1251;105.873;0
